district,superset_district_iso,geojson_geometry
Rakai,UG-110,"{""type"":""Polygon"",""coordinates"":[[[31.9861926609625,-1.002573344084567],[31.808373251000035,-1.002573343999927],[31.625335327000073,-1.002573343999927],[31.442245727000056,-1.002573343999927],[31.280492690884955,-1.002573344084567],[31.280395949013837,-1.002470797988963],[31.270060663069103,-0.991515394419935],[31.251043734880454,-0.971154879993719],[31.246909620682402,-0.946091810588598],[31.23977827294891,-0.920563653190072],[31.21900434737273,-0.899944757244782],[31.196163364247866,-0.884855237679062],[31.182830844767636,-0.863512872221293],[31.20050418492019,-0.840775241883932],[31.186241488553833,-0.796075127565075],[31.19006554528869,-0.770805351685624],[31.181073845581466,-0.742434991281812],[31.162780388703936,-0.718767184957642],[31.122266066325892,-0.681095065584827],[31.074930453677496,-0.652724705181015],[31.11782189286606,-0.574589938474901],[31.134776844675628,-0.528415373071027],[31.18597404006988,-0.532582335906113],[31.22866942165649,-0.52404325958878],[31.236987745887745,-0.464105726797868],[31.27990387866106,-0.515504183271446],[31.34537013042717,-0.561045923630502],[31.412584263153178,-0.586940606024143],[31.459224480425405,-0.603741305217056],[31.496227143567808,-0.586663152582446],[31.50476621988514,-0.535428694678501],[31.526630599522548,-0.514554684451127],[31.564539754106363,-0.512657824499001],[31.59869605847632,-0.495579672763711],[31.62146692865582,-0.469962443811767],[31.660217726366966,-0.477024835128077],[31.689673293287854,-0.520278008623222],[31.68088829915564,-0.546374606802658],[31.688743117300987,-0.572367852194645],[31.684815707778682,-0.579912611078157],[31.67799441930697,-0.586475518030738],[31.67644412569581,-0.612107029116089],[31.690190057225323,-0.637583509671231],[31.707656690903548,-0.657582288891547],[31.728533970166552,-0.703677667190618],[31.751891717228943,-0.731944674806925],[31.772975702066958,-0.742331637594987],[31.809872674184533,-0.75550912744427],[31.828269483849567,-0.763363945589617],[31.859895461106646,-0.771270439679085],[31.896689081336035,-0.773905938008625],[31.9861926609625,-0.773905938008625],[31.9861926609625,-1.002470797988963],[31.9861926609625,-1.002573344084567]]]}"
Rubirizi,UG-424,"{""type"":""Polygon"",""coordinates"":[[[29.64385819671025,-0.357992975611615],[29.650980745000084,-0.316454752999917],[29.653982788000064,-0.298947041999938],[29.670569225000122,-0.200867429999903],[29.67661706600012,-0.165105081999883],[29.68126198633185,-0.137897150061764],[29.761037244573174,-0.154484714497983],[29.835606701188283,-0.158409422456884],[29.9433199397634,-0.174717705957391],[30.004369156011705,-0.174108255191811],[30.13276574134585,-0.075498956211845],[30.184132113606154,-0.075550632155966],[30.206559685581,-0.079271335203941],[30.201805453758652,-0.08815968212366],[30.197981397923172,-0.097668144868976],[30.249657831243894,-0.119889011268867],[30.271671991169455,-0.15363372201864],[30.282110629901638,-0.19239104610989],[30.297096794881156,-0.194199721240182],[30.323373194517274,-0.211647935903557],[30.283023442677745,-0.244753003848075],[30.216303402879703,-0.260451837482321],[30.169206903775546,-0.28792479499333],[30.145658654223496,-0.307548336586478],[30.137809237406373,-0.417440167529719],[30.090712738302216,-0.401741334794792],[30.055390363974084,-0.358569543649537],[30.02399269760491,-0.350720126832414],[29.984745615317877,-0.370343668425562],[29.945498532131523,-0.393891917977669],[29.91410086666167,-0.401741334794792],[29.84596154109221,-0.370209648756315],[29.64385819671025,-0.357992975611615]]]}"
Rukungiri,UG-412,"{""type"":""Polygon"",""coordinates"":[[[29.629384805864106,-0.442400817643602],[29.64385819671025,-0.357992975611615],[29.84596154109221,-0.370209648756315],[29.91410086666167,-0.401741334794792],[29.943009881400883,-0.443125094747359],[29.94776411322323,-0.464467462003768],[29.945800409361368,-0.489737236983899],[29.942596470250862,-0.505033461225253],[29.940322707127223,-0.532887057691596],[29.92864383314634,-0.55624480565325],[29.92595665887268,-0.570765882639364],[29.91076378831815,-0.576398613605136],[29.897431267938657,-0.584150078962978],[29.913347608904985,-0.621563815917398],[29.95148481627126,-0.640735771938353],[29.980320264668478,-0.67380868911971],[29.998820428020338,-0.716803481095781],[30.058248324900262,-0.760004977747542],[30.062072380735742,-0.798503919420341],[30.057318149812772,-0.837054538835901],[30.040574984747707,-0.873331394228444],[30.037887811373366,-0.900926609175656],[30.059695264824597,-0.914930922224301],[30.077782017026436,-0.9315190567591],[30.074888137177766,-0.95348154074054],[30.0763350771021,-0.974358819104225],[30.068066846907413,-0.992290540775855],[30.04853315568056,-1.009292086460619],[30.044192335907553,-1.025001722751313],[30.043055454345733,-1.043398532416347],[30.04873986215489,-1.066497897959607],[30.06837690616925,-1.086703382754934],[29.93174441857002,-1.049961440268248],[29.900118443111637,-1.044122002828203],[29.83025190570089,-0.923974297875532],[29.83314578644888,-0.903097018612527],[29.846478305929054,-0.884803561734998],[29.842654250093574,-0.862065932296957],[29.823430617229178,-0.840516859465481],[29.839531409147185,-0.758889786934105],[29.781986117964948,-0.670294691646689],[29.772891066369596,-0.643577975842902],[29.775784946218266,-0.61365732182793],[29.75098025923154,-0.614794202490486],[29.727209100119865,-0.609729913204944],[29.70881228955551,-0.582909844613653],[29.704781528144963,-0.549836927432239],[29.71087934710414,-0.490874118545719],[29.710052524804155,-0.43232472080922],[29.629384805864106,-0.442400817643602]]]}"
Sembabule,UG-111,"{""type"":""Polygon"",""coordinates"":[[[31.000723097393006,0.202313544334572],[31.008784621113364,0.206706040951019],[31.045784946018443,0.20577586496421],[31.08133833189845,0.211666978348376],[31.119475539264727,0.231148992731846],[31.157406040156616,0.227686672102209],[31.185207960678838,0.195130519757697],[31.21776411302335,0.17032583277097],[31.25920861228758,0.16913727526503],[31.289387647821684,0.198592841286597],[31.3347595557089,0.200556545148402],[31.37992475802116,0.197197577306326],[31.396564569399345,0.186293850580739],[31.419095493262375,0.15120555269408],[31.439559359576776,0.142472236304627],[31.5179008318579,0.099477444328556],[31.591798129779818,0.049351305518314],[31.550353631414964,0.018293769042202],[31.564539754106363,-0.054394066632881],[31.587310624285863,-0.17109477540356],[31.607235134793598,-0.262178255222295],[31.604388776021153,-0.296334560491573],[31.585183546883172,-0.303133640205317],[31.5166605966092,-0.313675631725062],[31.460539991627286,-0.314915866973706],[31.438525831701725,-0.30995492867703],[31.41671837735123,-0.307319431246754],[31.333984695337392,-0.293488201719128],[31.278225538677646,-0.260862318641102],[31.28928429503418,-0.236264337229386],[31.29682905391769,-0.20861744453947],[31.307164340761688,-0.184691256696169],[31.310988396597224,-0.157561129742362],[31.309644810359714,-0.142574964762844],[31.304787224850543,-0.128105563720794],[31.309024692735363,-0.100406995986077],[31.28773400232234,-0.075964044205307],[31.259518669750776,-0.057877292003411],[31.246599562319943,-0.092500501896666],[31.19368289644848,-0.067127374129029],[31.190478957337973,-0.0496090627081],[31.136735467367885,-0.031935722555545],[31.113274366618725,-0.02743987405097],[31.099528435988532,-0.036638278433827],[31.077617628850476,-0.044441419735733],[31.044027947731593,-0.034726250516087],[31.01581261605935,-0.03090219468055],[31.022117139694217,-0.014210706458925],[31.035036248923745,-0.001084892553763],[31.043614535682252,0.020567532165842],[31.042787713382268,0.084904690499059],[31.038653599184215,0.124747219308688],[31.017879672708716,0.162264309050613],[31.000723097393006,0.202313544334572]]]}"
Serere,UG-232,"{""type"":""Polygon"",""coordinates"":[[[33.40502078628026,1.335526027803951],[33.39272179467508,1.354723822246569],[33.37825239363303,1.370614324791234],[33.33277713385763,1.368314724145193],[33.2878186380197,1.355369778292641],[33.20803257754142,1.368870776764936],[33.20720340261494,1.462830918911777],[33.21472747889004,1.572018217366804],[33.24637413875547,1.615844835470796],[33.248959879394874,1.655361889739424],[33.25480663731645,1.69921257010401],[33.31327421113593,1.69921257010401],[33.35420151298939,1.71675284206998],[33.36881840644429,1.693365812182492],[33.43605611669642,1.675825540216522],[33.46528990360616,1.61443458788591],[33.50914058397075,1.585200800976168],[33.579301673633324,1.567660528110878],[33.64361600447501,1.573507286032395],[33.715394015821175,1.591654506849977],[33.66691694496103,1.4131440287739],[33.6254724456968,1.392705999981899],[33.61327680777845,1.385290432307613],[33.60097781797191,1.384205226689858],[33.58940229677853,1.376815497437235],[33.57048872227671,1.35498220556434],[33.55932661313267,1.330100002413189],[33.49793501239088,1.318937893269151],[33.47416385327921,1.323847153823067],[33.45452680836547,1.315527249482955],[33.43830040903663,1.319351305318492],[33.42827518055509,1.338884996545346],[33.40502078628026,1.335526027803951]]]}"
Sheema,UG-425,"{""type"":""Polygon"",""coordinates"":[[[30.47000613787293,-0.445967298651908],[30.46886925631111,-0.487360121072754],[30.446751742698723,-0.560637302269697],[30.440447219063913,-0.592469985101729],[30.42515099482256,-0.63029713320617],[30.33843794135788,-0.714167982766185],[30.27270551904445,-0.75494068756268],[30.238082310050572,-0.755819186706105],[30.209143507966473,-0.749618014959424],[30.18733605271666,-0.724813327972697],[30.196679861286555,-0.688245038277898],[30.165282194917324,-0.633299122356618],[30.247701068349613,-0.625449705539495],[30.31442110904692,-0.617600288722372],[30.326195233822943,-0.55872966484219],[30.326195233822943,-0.492009625044147],[30.337969358599025,-0.456687250716072],[30.47000613787293,-0.445967298651908]]]}"
Sironko,UG-215,"{""type"":""Polygon"",""coordinates"":[[[34.470795525992685,1.098021144959887],[34.388733350663585,1.105514227899278],[34.3571073752052,1.086445623766508],[34.324964634010655,1.099002996890761],[34.291788364041736,1.107012843767734],[34.27680219906222,1.103550523138097],[34.262849561957694,1.104273993549953],[34.2483801609157,1.114092515557161],[34.23236046716181,1.118640041804497],[34.21737430218229,1.137656969093825],[34.20538536983895,1.158430893770742],[34.17965050596604,1.153469957272705],[34.15691287562868,1.163185126492408],[34.19184614388439,1.193002427719875],[34.21417036307179,1.241629949762341],[34.303191929463935,1.22867352136592],[34.37844421253038,1.20841329124039],[34.40449307919221,1.182364424578509],[34.45369649469745,1.176575787142838],[34.49421695404919,1.167892831888651],[34.524228956700995,1.162254950505542],[34.507484984944085,1.102517801955003],[34.470795525992685,1.098021144959887]]]}"
Soroti,UG-211,"{""type"":""Polygon"",""coordinates"":[[[33.35420151298939,1.71675284206998],[33.400975571865104,1.751833386901296],[33.43788699698729,1.773871365371178],[33.43871382018665,1.793560085329659],[33.43892052576166,1.812344469521634],[33.45659386591416,1.844383857029356],[33.45390669074118,1.866656399373312],[33.443778110371454,1.887430324949548],[33.45111616368001,1.930399278503899],[33.462691684873334,1.971223660143778],[33.46837609178317,2.003753974066626],[33.49225060368241,2.021427314219181],[33.53090457498615,2.012926540927083],[33.549818150387296,1.977011419841119],[33.57462283737402,1.949700425734022],[33.60769575365606,1.930916042441368],[33.629193149644095,1.926316840249967],[33.649243604808476,1.918126125320441],[33.65575483581699,1.90091787406061],[33.659682245339354,1.883657945058133],[33.677975702216884,1.868206692085153],[33.699576450093105,1.85738047882603],[33.709394972100256,1.847019355358952],[33.71817996623241,1.835159613325459],[33.75269982333816,1.807150987228283],[33.781638625422204,1.774000556580404],[33.787012973969524,1.753355821314074],[33.79001020660576,1.73172923411687],[33.7984851423754,1.720205389766932],[33.809027133895086,1.708319810211037],[33.80540978363456,1.685659695138781],[33.810577426606926,1.668270574927078],[33.785876092407705,1.65635915784884],[33.75476687998753,1.661966051292211],[33.73378624883628,1.645894679795617],[33.722314081329785,1.617136745764185],[33.715394015821175,1.591654506849977],[33.64361600447501,1.573507286032395],[33.579301673633324,1.567660528110878],[33.50914058397075,1.585200800976168],[33.46528990360616,1.61443458788591],[33.43605611669642,1.675825540216522],[33.36881840644429,1.693365812182492],[33.35420151298939,1.71675284206998]]]}"
Tororo,UG-212,"{""type"":""Polygon"",""coordinates"":[[[34.29625187562357,0.746745807173227],[34.29230432100013,0.723729553000027],[34.276181275000056,0.680838114000068],[34.252100057000064,0.654999898000142],[34.21975061100011,0.638566793000081],[34.17913293400005,0.623890686000095],[34.149574016000145,0.603633524000088],[34.13241743900005,0.572834371000027],[34.13158774800007,0.569432983000056],[34.131074659867636,0.569526271720065],[34.1265271336203,0.570353094919369],[34.029685499785955,0.576864325028566],[34.01201215963346,0.570663153281885],[33.99537234915459,0.561413072055643],[33.97635542186521,0.561516424843148],[33.95713178900087,0.564151923172687],[33.89553348178475,0.608697007860599],[33.88251102066704,0.648229478307769],[33.865147738877,0.684558010543753],[33.87269249865989,0.69334300377659],[33.87362267374738,0.705228583332428],[33.92343875509442,0.816797999727896],[33.94669315026863,0.848268948253349],[33.97904259613887,0.870179755391405],[33.99723270022889,0.872453518515044],[34.01614627473077,0.87255687130255],[34.03350955562149,0.879481513461087],[34.04787560387598,0.891573797692615],[34.06461876804167,0.900772202974792],[34.084979281568565,0.902322495686633],[34.11071414634074,0.891315416173484],[34.13365848225311,0.87679433828805],[34.152468703068166,0.855917059924366],[34.16373416499971,0.828063463458079],[34.229569940100646,0.775353502262305],[34.2958191263516,0.746931464115789],[34.29625187562357,0.746745807173227]]]}"
Wakiso,UG-113,"{""type"":""Polygon"",""coordinates"":[[[32.26305856210291,0.434572727549323],[32.21920226547218,0.503492248268628],[32.22266401503225,0.574125473911465],[32.2518095226913,0.566942450233853],[32.278474561651706,0.55056102127412],[32.30245242723771,0.539243883398512],[32.33035769964812,0.546116847814289],[32.345343866426276,0.556348781870781],[32.3604333841933,0.563273424029262],[32.45489790211644,0.55247304919186],[32.5041972186267,0.552886461241201],[32.54161095558112,0.543119615178114],[32.579851514835525,0.571438300537125],[32.62449995321026,0.556142076295771],[32.67018191856067,0.556452135557606],[32.67069868339752,0.5289602733979],[32.65953657425348,0.503690497518448],[32.638039178265444,0.501210027920422],[32.618608839826095,0.495525621010586],[32.61220096160508,0.477748928070582],[32.59711144383806,0.466483466139039],[32.57912804532299,0.465191554946273],[32.56662234904218,0.476095282571237],[32.54905236167713,0.483433335879738],[32.53582319498446,0.442557278295737],[32.544401482642286,0.43010325795899],[32.55949100130863,0.417804267253132],[32.555563591786324,0.410569565832759],[32.556700474247464,0.401887926286747],[32.56341840993167,0.39615184253347],[32.56507205633034,0.388762112381585],[32.55897423737116,0.361166897434373],[32.54512495305414,0.343596910069323],[32.5235242042786,0.303340969210353],[32.547295363390276,0.273730374457216],[32.60738688709512,0.288444736435451],[32.66418745328832,0.287631333818979],[32.642690057300285,0.257865709434952],[32.63152794815625,0.215439358239792],[32.619952426962925,0.133738918116592],[32.621709426149096,0.002377428075818],[32.567139112979646,-0.064905286949454],[32.522283969929276,-0.124333183829378],[32.493138462270224,-0.163090508819948],[32.387511834303666,-0.159783216921937],[32.2481921733301,-0.158387952941666],[32.2518095226913,-0.106091403795233],[32.2486055835808,-0.058807467990277],[32.22421430774409,-0.018034763193782],[32.21997684075859,0.028887437405274],[32.22690148291707,0.049609687037389],[32.246641879718936,0.062218736105763],[32.2682426293938,0.079478665108297],[32.278267856976015,0.1072805847312],[32.29625125459171,0.118235989199547],[32.318162061729765,0.124902248939634],[32.3372823418066,0.141025295480972],[32.3499947445618,0.163349513769049],[32.35815962106966,0.183606676307079],[32.37293908137349,0.196732489312922],[32.396710238686524,0.207791246568775],[32.40993940627857,0.226808172958783],[32.42368533690876,0.264842027537554],[32.43957664164867,0.360042871681173],[32.368969410010266,0.434572727549323],[32.26305856210291,0.434572727549323]]]}"
